id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,number_of_reviews_ltm,last_review,calculated_host_listings_count,availability_365
32010236,35N- Luxury Hotel Room in the Heart of St.Julians,19460842,Amr,,San Giljan,35.92205,14.48958,Private room,86,1,1,0,2019-05-02,25,238
41968871,"Central APT, SLP 9 in the best part of St Julians!",222527557,360 Estates,,San Giljan,35.92179,14.48963,Entire home/apt,120,3,1,1,2020-03-08,46,363
20081800,Villa in St Julians with Jacuzzi and Pool,1774894,Short Lets Malta,,San Giljan,35.92221,14.48772,Entire home/apt,250,7,0,0,,132,365
23609917,St Julian's super location 3 bedroom apartment,111592988,Jonathan,,San Giljan,35.91653,14.48661,Entire home/apt,70,2,31,1,2020-01-02,1,25
34225609,- Modern 3 bedroom Apartment,181965710,Jan,,San Giljan,35.91115,14.49117,Entire home/apt,95,3,10,1,2020-01-01,1,54
19190151,Paceville Luxury 2 apartment,134204004,Natalia,,San Giljan,35.92194,14.49007,Entire home/apt,85,3,23,0,2019-09-13,2,270
42054538,St Julians - Designer Finished 2-br apartment,275029532,Fernando,,San Giljan,35.91074,14.48888,Entire home/apt,89,3,8,8,2020-09-13,4,364
45651008,Private Hotel Room in St. Julians(1bed only) RoomD,217026780,Spinola,,San Giljan,35.92095,14.49063,Private room,14,7,0,0,,10,297
4534224,Superb southfacing Apartment Heart of St. Julians,23510668,Susan,,San Giljan,35.92016,14.49188,Entire home/apt,86,4,68,8,2020-10-10,1,273
34884319,Penthouse3,54860633,Peter,,San Giljan,35.92435,14.48867,Private room,310,1,0,0,,5,209
19274694,St Julians Family Apart|Cleaning Protocols Adopted,134982720,Benjamin,,San Giljan,35.91863,14.48888,Entire home/apt,69,3,71,8,2020-09-21,1,347
21378143,"St julians, 5min away from all amenities.",154827610,Lilian,,San Giljan,35.91737,14.48778,Private room,21,1,43,38,2020-10-12,1,4
26489193,PRIVATE ROOM with BALCONY and PRIVATE BATHROOM,188756607,Steven,,San Giljan,35.92032,14.48912,Private room,31,1,6,0,2018-10-01,8,0
3273531,St Julian’s 2 Bedroom Apartment (B),14966005,Chris,,San Giljan,35.92351,14.4907,Entire home/apt,54,5,37,3,2020-08-30,7,365
45073357,QUADRUPLE ROOM EN-SUITE AND BALCONY IN PACEVILLE,18183419,Aldo,,San Giljan,35.92295,14.49065,Private room,30,2,0,0,,3,365
4008965,St Julian’s (C) 2 bedroom apartment,14966005,Chris,,San Giljan,35.92321,14.49086,Entire home/apt,70,5,41,0,2019-09-29,7,145
42594230,St Julian's ROOM SEAVIEW HOUSE behind Pizza Hut,6264611,Maureen,,San Giljan,35.91902,14.48866,Private room,30,3,0,0,,7,89
18577969,St Julian’s (E) 2 bedroom apartment,14966005,Chris,,San Giljan,35.92353,14.48975,Entire home/apt,70,5,38,1,2020-08-01,7,166
2698345,Traditional Maltese Villa,13809299,Savienne,,San Giljan,35.9234,14.48684,Entire home/apt,660,4,36,4,2020-08-22,1,231
42520852,Seaview apartment in St. Julian's,290738054,Leonardo,,San Giljan,35.91852,14.49063,Private room,20,2,0,0,,1,179
32185410,"ST JULIANS TWO BEDROOMS, TWO BATHROOMS, NEAR SEA",222213302,Simon,,San Giljan,35.91881,14.4913,Entire home/apt,70,7,2,0,2019-04-04,11,364
36503353,*Couple's Getaway Double Room new share apartment,4581728,Misawi,,San Giljan,35.91693,14.48646,Private room,69,2,4,0,2019-09-20,2,360
42960383,"Sea View Triplex, Sea View Room+Private bathroom 1",331793979,Ania,,San Giljan,35.91971,14.49289,Private room,73,2,0,0,,11,147
39619878,Paceville St. Julian’s,304240054,Anderson,,San Giljan,35.92538,14.49,Private room,40,2,0,0,,1,364
21421232,Studio Apartment,155218945,The George Hotel Malta,,San Giljan,35.92352,14.48985,Private room,97,1,0,0,,1,334
45668757,Private Hotel Room in St. Julians (twin/dbl) DLX2,217026780,Spinola,,San Giljan,35.92034,14.49162,Private room,23,7,0,0,,10,144
44044953,Habitación triple con terraza privada,308765077,German & Viviana,,San Giljan,35.92127,14.48677,Private room,55,1,2,2,2020-08-17,8,359
32021464,35N-Luxury Boutique Hotel Room Next to Portomaso,19460842,Amr,,San Giljan,35.92219,14.49103,Private room,86,1,7,0,2019-09-28,25,238
42911823,"Habitación dos camas sencillas, baño compartido",240592616,Victor,,San Giljan,35.91863,14.48888,Private room,30,1,2,2,2020-08-29,5,203
29296194,"New, bright apartment in St Julians - free parking",46203842,Andrea,,San Giljan,35.91213,14.48688,Entire home/apt,150,3,27,6,2020-08-23,1,239
503703,Homey Apts in Malta's Trendiest Neighbourhood,2474524,Simon,,San Giljan,35.91338,14.49441,Entire home/apt,75,3,74,2,2020-08-23,11,55
23012898,"St Julians' Sea Front, Spectacular View, Apartment",2246771,Bill,,San Giljan,35.91678,14.4937,Entire home/apt,128,4,25,3,2020-08-18,3,158
23180042,LET ME HOST - DANEL COURT-APP 3-,125238922,Med Malta,,San Giljan,35.90967,14.49159,Entire home/apt,100,2,4,1,2020-02-18,40,66
43376919,The 6-bedroom Pool House St Julians,1774894,Short Lets Malta,,San Giljan,35.91844,14.49113,Entire home/apt,643,2,1,1,2020-09-07,132,269
35342935,Big Luxury Apartments,259011771,Tiziana,,San Giljan,35.91636,14.48582,Entire home/apt,170,3,1,0,2019-07-14,6,364
34828917,"GP Double and Single bed, Private BedRoom Ensuite",240592616,Victor,,San Giljan,35.91869,14.48885,Private room,35,1,14,11,2020-08-27,5,61
26408369,St.Julian's top floor apartment with a view,197981009,Anthony,,San Giljan,35.9105,14.49029,Entire home/apt,300,3,5,0,2019-08-16,3,24
45653970,Private Hotel Room in St. Julians (twin/dbl) STD1,217026780,Spinola,,San Giljan,35.91992,14.49023,Private room,19,7,1,1,2020-10-10,10,144
8223963,Designer finished apartment,18673912,Mark,,San Giljan,35.9218,14.4903,Entire home/apt,69,1,134,18,2020-10-05,6,355
19739144,Retro-modern Apartment,139198080,Lorraine,,San Giljan,35.92232,14.49019,Entire home/apt,60,3,55,9,2020-09-20,2,180
45796410,Egali Accommodation,91259395,Egali,,San Giljan,35.92177,14.49175,Private room,13,3,0,0,,5,85
23574724,Lovely PR with private balcony_St Julians,42001035,Ximena,,San Giljan,35.91975,14.49159,Private room,23,5,42,3,2020-09-09,2,85
19938879,Modern Bedroom - Great Location: Near sea,141284798,Natalia,,San Giljan,35.91953,14.4885,Private room,39,3,27,0,2019-08-16,1,90
45653479,Private Hotel Room in St. Julians(1bed only) RoomE,217026780,Spinola,,San Giljan,35.92025,14.49161,Private room,14,7,0,0,,10,297
45669529,Private Hotel Room in St. Julians (twin/dbl) SUP1,217026780,Spinola,,San Giljan,35.9203,14.491,Private room,30,7,0,0,,10,144
21526145,Bedroom with private bathroom,124878872,Kristina,,San Giljan,35.92127,14.49196,Private room,20,15,3,3,2020-09-29,5,82
45086027,ROOM with Rooftop Lounge in St. Julians,187433418,Joshua,,San Giljan,35.91938,14.48827,Private room,40,1,1,1,2020-09-27,2,363
35138537,★Room with Private Roof Deck in Luxury Penthouse★,144481297,Daniel,,San Giljan,35.92355,14.49067,Private room,44,2,9,2,2019-11-13,1,30
45668318,Private Hotel Room in St. Julians (twin/dbl) DLX1,217026780,Spinola,,San Giljan,35.92165,14.4914,Private room,23,7,0,0,,10,144
45251729,Private Hotel Room in St. Julians(1bed only) RoomA,217026780,Spinola,,San Giljan,35.92124,14.48956,Private room,14,7,5,5,2020-09-29,10,297
6164308,st julian/paceville/prime location/2min from beach,31979497,Lisa,,San Giljan,35.92111,14.4887,Entire home/apt,39,2,114,11,2020-10-17,1,355
24788764,Penthouse in the Centre of St Julians near the Sea,57528360,Eugenio & Valentina,,San Giljan,35.91795,14.491,Entire home/apt,122,3,24,5,2020-03-17,21,0
25075240,"BELFRY 1, Forrest street, St Julians",188350632,Ben,,San Giljan,35.9188,14.48899,Entire home/apt,155,3,17,1,2019-11-10,2,0
25122702,Relax & Good vibes,189885594,Laura,,San Giljan,35.91165,14.48944,Private room,35,2,64,13,2020-08-21,1,0
22623790,Urban Oasis St Julians 3,166540910,Urban  MT,,San Giljan,35.91005,14.49218,Entire home/apt,49,2,42,1,2020-03-07,12,0
22659891,Urban Oasis St Julians 4,166540910,Urban  MT,,San Giljan,35.91092,14.49262,Entire home/apt,50,2,40,0,2019-09-13,12,0
22660622,Urban Oasis St Julians Penthouse,166540910,Urban  MT,,San Giljan,35.90981,14.49368,Entire home/apt,50,2,51,0,2019-09-27,12,0
22660935,Urban Oasis St Julians 2,166540910,Urban  MT,,San Giljan,35.90982,14.49383,Entire home/apt,50,2,29,0,2019-08-02,12,0
30033425,Balluta Apartment minutes from Promenade,16850614,I,,San Giljan,35.91459,14.4924,Entire home/apt,150,6,21,0,2019-10-08,3,0
16516729,"Hostel Malti - Twin room, shared bathroom",83306682,Christoffel,,San Giljan,35.91396,14.49013,Hotel room,35,1,4,0,2018-12-25,13,92
21739263,Cozy Twin Room With Private Bathroom and Yard,57528360,Eugenio & Valentina,,San Giljan,35.91772,14.49035,Private room,70,2,4,1,2019-11-15,21,0
21754161,Traditional Maltese Large Apartment Near the Sea,57528360,Eugenio & Valentina,,San Giljan,35.91729,14.49109,Entire home/apt,179,3,8,2,2020-03-03,21,0
21739417,Cozy Double Room w Private Bathroom in Maisonette,57528360,Eugenio & Valentina,,San Giljan,35.91765,14.49035,Private room,70,3,7,5,2020-02-14,21,0
21754022,Cosy Maisonette in a Quiet Residence Near the Sea,57528360,Eugenio & Valentina,,San Giljan,35.91776,14.49035,Entire home/apt,126,2,2,0,2018-02-25,21,0
42185482,Student's Villa of choice in St Julians. Paceville,2987073,Pit,,San Giljan,35.92028,14.48696,Shared room,12,1,1,1,2020-03-28,17,365
42830046,Student residence in St Julians w pool paceville,2987073,Pit,,San Giljan,35.92254,14.48959,Shared room,10,1,0,0,,17,365
40460988,Beautiful Mansion in St. Julians' colse Paceville,2987073,Pit,,San Giljan,35.92139,14.48785,Shared room,11,1,1,1,2019-12-23,17,90
35256398,Shared room in the best area of Malta,53131720,Fernanda,,San Giljan,35.92346,14.48916,Hotel room,18,1,8,3,2020-01-13,3,0
32010811,35N- Luxury Designer Boutique Hotel Room Sea View,19460842,Amr,,San Giljan,35.92092,14.49082,Hotel room,86,1,0,0,,25,238
32021222,KNGTS-Designer Boutique Hotel Room Perfect for Two,19460842,Amr,,San Giljan,35.92072,14.49125,Hotel room,86,1,1,0,2019-07-19,25,273
3581184,Flat with Private Pool & Garden  St Julians,18039752,Sean,,San Giljan,35.91248,14.49139,Entire home/apt,75,365,61,2,2019-12-31,1,0
6563065,*St Julians* Amazing Location Opposite Portomaso,34332444,Eva,,San Giljan,35.92175,14.4914,Entire home/apt,62,3,172,16,2020-03-15,4,153
11367474,"St Julian's Studio and Garden, central location",15139520,Mariella M,,San Giljan,35.91768,14.49008,Entire home/apt,60,1,69,3,2020-08-16,4,309
27316421,"Lovely apt! Very short walk to beach, clubs, buses",66702528,Jennifer,,San Giljan,35.91959,14.48845,Entire home/apt,75,3,30,11,2020-02-29,2,83
32518249,StJulians Beautiful Penthouse with Terrace & Views,14163414,Irina & Blago,,San Giljan,35.91898,14.4876,Entire home/apt,81,2,19,6,2020-04-17,20,83
34860466,In the Heart of Saint Julian's - Spacious 3BR Flat,40004498,Nathalie,,San Giljan,35.92057,14.49012,Entire home/apt,70,14,6,4,2020-08-20,5,347
41773863,Double room in a quiet area near the love monument,324954353,Nataly,,San Giljan,35.92058,14.48922,Private room,30,1,0,0,,1,179
18478906,Room in stunning sea-view apartment (Women Only),128186504,Janice,,San Giljan,35.92029,14.48932,Private room,36,4,26,2,2019-11-26,6,0
27954741,Double room very close to the sea and paceville,188756607,Steven,,San Giljan,35.92049,14.48877,Private room,45,1,4,0,2018-11-23,8,0
41249804,"Private room in St Julian's, good vibes :)",42001035,Ximena,,San Giljan,35.92145,14.49212,Private room,24,5,0,0,,2,60
45776931,Room in a charming seaview apartment in Spinola !,171273881,Thomas,,San Giljan,35.91798,14.49033,Private room,37,2,0,0,,5,6
41121629,"Cosy Double Room in Spinola Bay, St. Julians",305846948,Lisse,,San Giljan,35.91857,14.48762,Private room,30,1,2,2,2020-01-28,1,113
35930086,Spinola Park 1-Bedroom Apartment,1774894,Short Lets Malta,,San Giljan,35.91813,14.48834,Entire home/apt,111,4,1,1,2019-11-07,132,195
44094457,Students Comet Guest House,288055622,Jorge,,San Giljan,35.92104,14.48712,Shared room,9,2,1,1,2020-08-04,17,182
44085354,Guest House Comet,288055622,Jorge,,San Giljan,35.92104,14.48712,Shared room,9,2,0,0,,17,163
114643,house in the middle of st julians,581374,Carol,,San Giljan,35.91908,14.48673,Entire home/apt,47,1,208,15,2020-08-24,1,358
6406198,St. Julian's Apt - Kampanella,32260501,Gaby,,San Giljan,35.9213,14.48925,Entire home/apt,74,3,39,1,2020-02-25,2,0
29974558,GetawaysMalta-SpinolaBay Seafront Mansion StJ V,1419619,GetawaysMalta,,San Giljan,35.91839,14.49213,Entire home/apt,296,3,5,0,2019-08-30,60,40
1991438,GetawaysMalta - SeaSpray 3 bed. apt St. Julian's B,1419619,GetawaysMalta,,San Giljan,35.92011,14.49183,Entire home/apt,187,3,32,0,2019-10-06,60,49
31776121,St Julians Central Apartment,59871645,Jeffrey,,San Giljan,35.92059,14.49188,Entire home/apt,36,3,34,14,2020-10-01,10,57
39991798,"Portomaso 1 bedroom apartment, across Hilton Hotel",5876109,Maria,,San Giljan,35.92218,14.49321,Entire home/apt,130,3,0,0,,13,268
9852345,GetawaysMalta_Sea Spray 3 bedroom apt C StJulian's,1419619,GetawaysMalta,,San Giljan,35.92012,14.49175,Entire home/apt,187,3,23,2,2020-08-19,60,49
43968427,The drayton appartment hôtel  .n5.,351471315,Olivier,,San Giljan,35.92375,14.48812,Entire home/apt,40,1,7,7,2020-10-12,7,358
44038719,"Cosy Beachfront Studio, Top Location",351823696,Adelbert,,San Giljan,35.9241,14.48874,Entire home/apt,40,2,3,3,2020-09-27,25,246
33424934,"Luxury Lagoon Apartment, St Julians",19460842,Amr,,San Giljan,35.91992,14.49303,Entire home/apt,300,6,1,0,2019-05-26,25,87
19186186,Paceville luxury 1 apartment,134204004,Natalia,,San Giljan,35.92169,14.49003,Entire home/apt,65,3,34,0,2019-10-24,2,270
3512173,St Julian's apartment in a Central Location,15139520,Mariella M,,San Giljan,35.91793,14.49017,Entire home/apt,51,1,70,3,2020-07-24,4,312
41994506,★ Studio ★ Centre of St Julians | Walk Everywhere,299683219,Urban Living,,San Giljan,35.92399,14.48887,Entire home/apt,31,1,9,9,2020-10-14,12,140
11863705,Bayview apartment with seaview,63240685,Caroline,,San Giljan,35.92518,14.4909,Entire home/apt,64,1,53,14,2020-09-03,9,259
9470476,A flat with an irresistible view,49082150,Elaine,,San Giljan,35.91733,14.49087,Entire home/apt,60,3,74,6,2020-03-06,1,147
35568421,Private Room in Shared Apartment - Best area of MT,68520207,James,,San Giljan,35.91523,14.4918,Private room,25,3,0,0,,4,179
26025335,Bebbuxu Penthouse Suite - St Julians,98152081,Carolina Suites,,San Giljan,35.91718,14.49202,Private room,61,2,36,4,2020-08-24,11,365
26991314,Private room- The Arthouse-Tan-Nanna - St Julian's,43674959,Christine,,San Giljan,35.91531,14.49151,Private room,14,1,25,5,2020-09-30,8,202
39943233,Marble twin bedroom in St.Julian's,307883299,Szilvia,,San Giljan,35.917,14.49034,Private room,36,2,0,0,,7,201
10819319,Modern Apts Minutes Away from main Bus Lines,2474524,Simon,,San Giljan,35.914,14.49504,Entire home/apt,38,3,55,5,2020-10-06,11,359
30849570,Modern & Best Location|Cleaning Protocols Adopted,17208391,Paola,,San Giljan,35.91563,14.49348,Entire home/apt,77,3,6,2,2019-12-01,19,320
15418113,Beautiful sea views in central st Julians (7),29950855,Matthew,,San Giljan,35.91469,14.49345,Entire home/apt,200,2,69,0,2019-09-25,2,242
44603755,PENDERGARDENS PENTHOUSE: 3 BEDROOM DESIGNER APT,93952322,Thomas,,San Giljan,35.92,14.48867,Entire home/apt,146,3,1,1,2020-09-12,22,365
45570643,Spinola Park - The Studio Apartment,1774894,Short Lets Malta,,San Giljan,35.91831,14.49021,Entire home/apt,92,7,0,0,,132,270
38950839,"New Modern Luxury Villa in Paceville, St. Julians",12634976,Malcolm,,San Giljan,35.92074,14.4884,Entire home/apt,420,5,1,1,2019-12-29,9,125
35210576,Spinola Park Heights - The Studio,1774894,Short Lets Malta,,San Giljan,35.91813,14.48834,Entire home/apt,82,3,2,1,2019-12-13,132,242
45374652,Spinola Park Duplex Penthouse,1774894,Short Lets Malta,,San Giljan,35.91828,14.49022,Entire home/apt,107,3,0,0,,132,332
44601409,Cosy Studio by the Sea | Enhanced Cleaning (20),351823696,Adelbert,,San Giljan,35.92655,14.48715,Entire home/apt,90,1,0,0,,25,298
44602375,Studio with Views | Enhanced Cleaning Protocol 23,351823696,Adelbert,,San Giljan,35.92718,14.48712,Entire home/apt,90,1,0,0,,25,298
31912389,Orange Aparthotel,95395695,Edina,,San Giljan,35.92316,14.48982,Entire home/apt,75,1,1,0,2019-03-20,3,356
6220623,St. Julian's Apt - Belladonna,32260501,Gaby,,San Giljan,35.92128,14.4892,Entire home/apt,70,3,59,5,2020-01-05,2,248
44601894,Studio with Views | Enhanced Cleaning Protocol 22,351823696,Adelbert,,San Giljan,35.92616,14.48939,Entire home/apt,90,1,0,0,,25,298
44161555,St Julian's Penthouse with Terrace And Sea Views,40004498,Nathalie,,San Giljan,35.9205,14.49146,Entire home/apt,70,14,2,2,2020-09-26,5,364
44129361,☀ Two bedroom apartment in the ♥ of St Julians ♬,3528888,Casa Rooms,,San Giljan,35.92304,14.49092,Entire home/apt,40,3,0,0,,52,357
7703798,GetawaysMalta_SeaSpray 3 bedroom Apt St Julians A,1419619,GetawaysMalta,,San Giljan,35.91997,14.49187,Entire home/apt,187,3,33,1,2020-08-16,60,49
44145927,Seafront Studio in St George's Bay,351823696,Adelbert,,San Giljan,35.92732,14.48632,Entire home/apt,46,2,0,0,,25,325
44369672,Cosy Studio by the Sea | Enhanced Cleaning,351823696,Adelbert,,San Giljan,35.92744,14.48806,Entire home/apt,67,2,5,5,2020-10-03,25,318
43965357,The drayton appartment hôtel. o4.,351471315,Olivier,,San Giljan,35.92379,14.48742,Entire home/apt,46,1,8,8,2020-10-23,7,359
43932593,The drayton hôtels appartment 03.,351471315,Olivier,,San Giljan,35.92358,14.48812,Entire home/apt,43,1,5,5,2020-10-17,7,365
33555973,Malta Holiday Apartments Paceville (B),211186243,Gianmarco,,San Giljan,35.92097,14.4894,Entire home/apt,39,1,21,7,2020-03-15,5,0
33774558,Private room at the heart of st. Julian,87321621,Cristina Maria,,San Giljan,35.91091,14.49065,Private room,23,2,0,0,,2,0
27089054,"Modern, 3 bedroom apartment in St. Julian's",203855966,Ivan,,San Giljan,35.91316,14.48357,Entire home/apt,84,4,38,8,2020-02-25,1,0
28602988,St.Julian's apartment centrally located!,32054215,Carol,,San Giljan,35.91545,14.48894,Entire home/apt,50,2,11,1,2019-11-18,1,179
27616462,Amazing Penthouse in the heart of St. Julians,18673912,Mark,,San Giljan,35.92232,14.48913,Entire home/apt,46,1,72,29,2020-10-06,6,355
6060284,Charming central apartment,18673912,Mark,,San Giljan,35.92173,14.48976,Entire home/apt,35,1,164,18,2020-09-20,6,361
22077681,St Julian's Studio,18138762,Darren,,San Giljan,35.92199,14.48834,Entire home/apt,30,1,75,19,2020-04-10,6,21
18987137,Modern 1 bedroom apartment,18673912,Mark,,San Giljan,35.92152,14.48957,Entire home/apt,35,1,78,20,2020-08-29,6,355
4747791,GetawaysMalta_Sea Spray Penthouse with terrace,1419619,GetawaysMalta,,San Giljan,35.91988,14.49223,Entire home/apt,245,3,26,2,2020-02-27,60,9
40741952,One bedroom apartment in Paceville,316337138,Petra,,San Giljan,35.92274,14.49168,Entire home/apt,32,30,4,4,2020-03-08,1,182
2869029,GetawaysMalta - Spinola Bay Mansion A,1419619,GetawaysMalta,,San Giljan,35.91814,14.49196,Entire home/apt,296,3,35,3,2020-02-24,60,0
19148986,Stunning beachfont apartment and private courtyard,28071550,Katherine,,San Giljan,35.91863,14.49086,Entire home/apt,45,2,72,11,2020-08-17,1,149
13315614,"Sweet double room in Spinola Bay, St. Julians",57528360,Eugenio & Valentina,,San Giljan,35.91758,14.49083,Private room,66,3,51,2,2020-01-14,21,0
36026404,Luxury Design Exclusive Triplex Seafront Penthouse,216239182,Annette,,San Giljan,35.91777,14.4922,Entire home/apt,195,1,2,0,2019-09-15,2,0
36459566,The St Julian's town house 1,22080889,Giudas William,,San Giljan,35.91675,14.49091,Private room,120,3,9,0,2019-10-20,1,0
24136337,Luxury | Large+Quiet+Best Location & Free Parking,27315529,Sara,,San Giljan,35.92206,14.48825,Entire home/apt,55,3,62,19,2020-10-12,1,261
26620057,GetawaysMalta-SpinolaBay Mansion Seafront StJulian,199655806,GetawaysMalta Neville,,San Giljan,35.91839,14.49213,Entire home/apt,125,5,0,0,,34,76
44095966,Cosy Studio by the Sea  | Enhanced Cleaning,351823696,Adelbert,,San Giljan,35.92679,14.48617,Entire home/apt,43,2,1,1,2020-09-13,25,331
37315150,Modern 2 Bedroom Apt in Best Location Of StJulians,279167499,Mehmet,,San Giljan,35.92285,14.48708,Entire home/apt,56,3,17,11,2020-08-08,4,268
36469759,"Habitación una cama sencilla, baño compartido",240592616,Victor,,San Giljan,35.91863,14.48888,Private room,26,1,6,2,2020-09-13,5,0
27801305,Saint Julian's Apartment Block 63 apt 2,206571400,Slavko,,San Giljan,35.91224,14.49255,Entire home/apt,80,4,9,2,2020-01-05,2,0
44095380,Hostel Comet Guest House,288055622,Jorge,,San Giljan,35.92104,14.48712,Shared room,9,2,1,1,2020-09-08,17,156
26105105,Shared Room in Bay Apartments (A2) - Women Only,128186504,Janice,,San Giljan,35.91998,14.48925,Shared room,24,4,4,2,2020-01-07,6,0
26105672,Shared Room in Bay Apartments (B1) - Women Only,128186504,Janice,,San Giljan,35.91847,14.49101,Shared room,24,4,3,0,2019-07-26,6,0
23939506,Room in a perfect location,30000664,Toma,,San Giljan,35.91572,14.49142,Private room,30,1,30,11,2020-03-15,2,0
41116845,SEAVIEW APARTMENT IN THE HEART OF ST. JULIENS,321735879,Mikael,,San Giljan,35.91978,14.49262,Entire home/apt,79,2,7,7,2020-10-04,1,61
23184137,Spacious en suite room in perfect location,30000664,Toma,,San Giljan,35.9173,14.49284,Private room,50,1,82,19,2020-03-21,2,0
45697215,"St Julian SLP5, 1 Min to Beach, School and Clubs 🏝",222527557,360 Estates,,San Giljan,35.92242,14.49195,Entire home/apt,46,3,0,0,,46,359
45507570,"St Julian, SLP7 1 Min to Beach, School and Clubs 🏖",222527557,360 Estates,,San Giljan,35.92255,14.49062,Entire home/apt,64,3,0,0,,46,365
6085195,Luxurious 2 bedroom apartment St Julians,30536935,Stefan,,San Giljan,35.92228,14.48854,Entire home/apt,59,2,125,2,2020-01-31,2,25
24925566,Luxurious 1 bedroom apartment,30536935,Stefan,,San Giljan,35.92109,14.48813,Entire home/apt,66,2,50,10,2020-03-31,2,25
38967168,Amazing Penthouse in St Julians   ★ 1min from Bay★,298281288,Daniel,,San Giljan,35.92061,14.49036,Entire home/apt,71,3,20,19,2020-08-04,1,209
45444437,Spinola Park - The duplex penthouse,1774894,Short Lets Malta,,San Giljan,35.91857,14.4907,Entire home/apt,100,7,0,0,,132,310
41859269,Mediterranean Luxurious Holiday Bungalow,307168780,Blue,,San Giljan,35.91849,14.48672,Entire home/apt,116,1,0,0,,13,365
32007942,KNGTS- Luxury Room w/ Queen Bed + Oceanside View,19460842,Amr,,San Giljan,35.92258,14.49126,Private room,86,1,0,0,,25,304
199917,Maltese town house close to the sea,976961,Anna,,San Giljan,35.91717,14.49209,Private room,25,6,60,3,2020-07-28,2,133
26023876,Pejxu Suite - Stylish Room in St Julians,98152081,Carolina Suites,,San Giljan,35.91736,14.49193,Private room,45,2,22,5,2020-08-26,11,365
42582619,private room with double bed,335352010,Nuri,,San Giljan,35.9178,14.49154,Private room,30,1,1,1,2020-08-16,1,90
3686796,Master bedroom en-suite,1490093,Erika,,San Giljan,35.91345,14.48895,Private room,28,7,50,5,2020-08-23,1,37
32985136,"80M² GREAT SITUATED, ST JULIAN (COVID précautions)",4207390,Lisa,,San Giljan,35.9194,14.48938,Entire home/apt,56,2,32,7,2020-08-25,1,330
20417685,BM1 - Spinola seaside entire Apartment,118489013,Ed,,San Giljan,35.91782,14.48728,Entire home/apt,53,3,34,4,2020-08-30,16,260
39714187,Spinola Park Complex - The Studio,1774894,Short Lets Malta,,San Giljan,35.91827,14.4903,Entire home/apt,82,4,1,1,2019-11-08,132,238
42654849,"PRholidays' Designer 2 bedroom apartment, Pacha2",317024181,Rajmund,,San Giljan,35.91848,14.49048,Entire home/apt,48,1,0,0,,7,0
35410256,The Loft at Spinola Park Complex,1774894,Short Lets Malta,,San Giljan,35.91813,14.48834,Entire home/apt,95,4,3,2,2020-05-28,132,223
44128947,☀ One bedroom apartment with pleasant views ♪ ღ,3528888,Casa Rooms,,San Giljan,35.92384,14.49084,Entire home/apt,40,3,1,1,2020-08-11,52,30
42961398,"Sea View Triplex, Double Room 3",331793979,Ania,,San Giljan,35.92053,14.4926,Private room,80,2,0,0,,11,147
21547009,Lovely Room with Terrace in St.Julians .,79904532,Luciano-Ragnar,,San Giljan,35.91806,14.49239,Private room,46,2,1,0,2019-05-15,2,179
1603407,St. julian’s perfect Location - Golf -Fishing trip,8543664,Jonathan,,San Giljan,35.92051,14.49013,Entire home/apt,53,4,24,0,2018-11-01,2,178
16510476,Hostel Malti - Double room and private bathroom,83306682,Christoffel,,San Giljan,35.9139,14.49011,Hotel room,44,1,6,0,2018-12-22,13,82
33819900,House in St.Julians Central Area,255343346,Jm,,San Giljan,35.91843,14.4909,Entire home/apt,45,1,15,3,2020-08-01,1,179
41994694,Bright & Modern Studio in Centre of St Julians,299683219,Urban Living,,San Giljan,35.92232,14.48986,Entire home/apt,40,2,5,5,2020-09-16,12,0
5656788,CENTRAL ST. JULIAN'S 1 bedroom flat,28902304,Michael,,San Giljan,35.91706,14.49002,Entire home/apt,120,3,74,3,2020-01-25,1,0
33960315,Johnny's Apartment (Room 1),250033544,Chanelle & Steve,,San Giljan,35.92366,14.49093,Private room,25,2,13,3,2020-08-21,4,316
32021353,35N- Spacious Designer Room Near Spinola Bay,19460842,Amr,,San Giljan,35.92282,14.49011,Private room,86,1,1,0,2019-07-23,25,238
34988947,One-Bedroom Apartment (2 Adults),54860633,Peter,,San Giljan,35.92429,14.4901,Private room,64,1,1,1,2020-03-03,5,363
9255573,Large 1 Bedroom apart.in Prime location St.Julians,15842314,Steffan,,San Giljan,35.91993,14.48914,Private room,99,5,0,0,,2,174
14771495,The Stonehouse Malta - 'Amethyst' Double Room,92155228,Cathy,,San Giljan,35.91888,14.48879,Private room,88,2,16,0,2018-09-08,2,0
32011117,KNGTS- Penthouse Level Luxury Hotel Room Sea View,19460842,Amr,,San Giljan,35.92253,14.49116,Private room,86,1,0,0,,25,238
44148767,Spinola Bay Sea Front Apt 6,118325962,Alberto,,San Giljan,35.91822,14.49209,Entire home/apt,60,3,5,5,2020-08-29,4,358
43455507,Studio Apartment with Balcony,286271036,Joseph,,San Giljan,35.92116,14.48973,Entire home/apt,30,2,3,3,2020-09-26,5,365
37487250,"St Julian's, 3B, open sea view, 3 m to sandy beach",19816539,Chris,,San Giljan,35.92379,14.49238,Entire home/apt,99,5,2,0,2019-09-12,8,261
43874445,St Julians two bedroom Penthouse in ideal location,299683219,Urban Living,,San Giljan,35.92373,14.48909,Entire home/apt,62,3,1,1,2020-07-14,12,181
